,Date,No. Of Transaction,Max Price,Min Price,Closing Price,Traded Shares,Amount,Previous Closing,Difference Rs.
224,2020-02-18,515.0,624.0,611.0,623.0,122625.0,75669491.0,610.0,13.0
229,2020-02-25,353.0,693.0,672.0,683.0,92434.0,63454775.0,677.0,6.0
230,2020-02-26,923.0,731.0,690.0,726.0,258669.0,184958163.0,683.0,43.0
231,2020-02-27,814.0,738.0,697.0,709.0,209359.0,148967087.0,726.0,-17.0
232,2020-03-01,581.0,712.0,668.0,672.0,133923.0,92303520.0,709.0,-37.0
234,2020-03-03,577.0,669.0,605.0,640.0,124433.0,79434633.0,627.0,13.0
236,2020-03-05,407.0,620.0,586.0,590.0,83780.0,50240427.0,608.0,-18.0
241,2020-03-16,256.0,570.0,531.0,549.0,62775.0,34574716.0,549.0,0.0
242,2020-03-17,308.0,553.0,503.0,514.0,49181.0,25686681.0,549.0,-35.0
250,2020-07-01,77.0,595.0,561.0,583.0,44375.0,25781114.0,550.0,33.0
252,2020-07-05,277.0,563.0,512.0,557.0,61319.0,33968353.0,532.0,25.0
255,2020-07-08,186.0,612.0,586.0,590.0,42042.0,25088530.0,600.0,-10.0
256,2020-07-09,150.0,603.0,576.0,600.0,30465.0,18063035.0,590.0,10.0
257,2020-07-12,119.0,612.0,590.0,603.0,16247.0,9764898.0,600.0,3.0
259,2020-07-14,125.0,606.0,591.0,600.0,23739.0,14212693.0,601.0,-1.0
260,2020-07-15,123.0,610.0,584.0,598.0,20376.0,12131770.0,600.0,-2.0
264,2020-07-21,235.0,632.0,601.0,615.0,39417.0,24207835.0,615.0,0.0
265,2020-07-22,98.0,626.0,606.0,608.0,22654.0,13878484.0,615.0,-7.0
267,2020-07-26,200.0,628.0,608.0,621.0,32356.0,20074305.0,616.0,5.0
268,2020-07-27,295.0,637.0,618.0,625.0,64082.0,40293974.0,621.0,4.0
269,2020-07-28,155.0,630.0,616.0,618.0,34339.0,21351574.0,625.0,-7.0
270,2020-07-29,245.0,617.0,592.0,595.0,49064.0,29691734.0,618.0,-23.0
271,2020-07-30,223.0,610.0,586.0,605.0,37889.0,22845911.0,595.0,10.0
272,2020-08-02,229.0,605.0,579.0,579.0,47024.0,27748467.0,605.0,-26.0
273,2020-08-03,121.0,594.0,560.0,583.0,13848.0,8060450.0,579.0,4.0
274,2020-08-05,177.0,579.0,565.0,570.0,26180.0,14943875.0,583.0,-13.0
277,2020-08-10,181.0,601.0,573.0,600.0,24350.0,14448865.0,575.0,25.0
278,2020-08-11,137.0,605.0,588.0,593.0,21303.0,12712613.0,600.0,-7.0
280,2020-08-13,77.0,588.0,581.0,584.0,7617.0,4441106.0,595.0,-11.0
281,2020-08-16,120.0,585.0,562.0,575.0,15446.0,8858510.0,584.0,-9.0
282,2020-08-17,89.0,590.0,570.0,576.0,14509.0,8358019.0,575.0,1.0
283,2020-08-18,149.0,600.0,574.0,600.0,21875.0,12901910.0,576.0,24.0
